id,word,pos,cefr,priority
2778,should,modal; v.,A2,1
2779,shoulder,n.,B1,3
2780,shout,v.; n.,A2,2
2781,show,v.; n.,A1,2
2782,shower,n.,A1,3
2783,shut,v.; adj.,A2,2
2784,shy,adj.,B1,2
2785,sick,adj.,A2,2
2786,side,n.,A2,3
2787,sideways,adj.; adv.,C2,1
2788,sight,n.,B1,3
2789,sign,n.; v.,A2,2
2790,signal,n.; v.,B2,2
2791,signature,n.,B1,3
2792,significant,adj.,B2,2
2793,significantly,adv.,B2,1
2794,silence,n.,B1,3
2795,silent,adj.,B1,2
2796,silk,n.,B1,3
2797,silly,adj.,B1,2
2798,silver,n.; adj.,A2,2
2799,similar,adj.,B1,2
2800,similarly,adv.,C1,1
2801,simple,adj.,A2,2
2802,simply,adv.,B2,1
2803,since,prep.; conj.; adv.,A2,1
2804,sincere,adj.,C1,2
2805,sincerely,adv.,C1,1
2806,sing,v.,A1,2
2807,singer,n.,A2,3
2808,singing,n.,A2,3
2809,single,adj.,A2,2
2810,sink,v.,A2,2
2811,Sir,n.,B1,3
2812,sister,n.,A1,3
2813,sit,v.,A1,2
2814,sit down,,A2,3
2815,site,n.,A1,3
2816,situation,n.,B1,3
2817,size,n.,A2,3
2818,-sized,,B2,3
2819,skilful,adj.,B2,2
2820,skilfully,adv.,B2,1
2821,skill,n.,B1,3
2822,skilled,adj.,B2,2
2823,skin,n.,B1,3
2824,skirt,n.,A1,3
2825,sky,n.,A2,3
2826,sleep,v.; n.,A1,2
2827,sleeve,n.,B1,3
2828,slice,n.; v.,A2,2
2829,slide,v.,B2,2
2830,slight,adj.,B2,2
2831,slightly,adv.,B2,1
2832,slip,v.,B1,2
2833,slope,n.; v.,B2,2
2834,slow,adj.,A1,2
2835,slowly,adv.,A2,1
2836,small,adj.,A1,2
2837,smart,adj.,B1,2
2838,smash,v.; n.,B2,2
2839,smell,v.; n.,B1,2
2840,smile,v.; n.,B1,2
2841,smoke,n.; v.,A1,2
2842,smoking,n.,A1,3
2843,smooth,adj.,B1,2
2844,smoothly,adv.,B2,1
2845,snake,n.,A2,3
2846,snow,n.; v.,A1,2
2847,so,adv.; conj.,A2,1
2848,so that,,B1,3
2849,soap,n.,A2,3
2850,social,adj.,B1,2
2851,socially,adv.,B2,1
2852,society,n.,B1,3
2853,sock,n.,A2,3
2854,soft,adj.,A2,2
2855,softly,adv.,B1,1
2856,software,n.,A2,3
2857,soil,n.,B2,3
2858,soldier,n.,B1,3
2859,solid,adj.; n.,B2,2
2860,solution,n.,B1,3
2861,solve,v.,B1,2
2862,some,det.; pron.,A1,1
2863,somebody,pron.,A2,1
2864,somehow,adv.,B1,1
2865,something,pron.,A1,1
2866,sometimes,adv.,A1,1
2867,somewhat,adv.,C1,1
2868,somewhere,adv.,A2,1
2869,son,n.,A1,3
2870,song,n.,A2,3
2871,soon,adv.,A1,1
2872,sore,adj.,B1,2
2873,sorry,adj.,A1,2
2874,sort,n.; v.,A2,2
2875,soul,n.,A2,3
2876,sound,n.; v.,A2,2
2877,soup,n.,A1,3
2878,sour,adj.,B1,2
2879,source,n.,B2,3
2880,south,n.; adj.; adv.,A2,1
2881,southern,adj.,B1,2
2882,space,n.,A2,3
2883,spare,adj.; n.,B1,2
2884,speak,v.,A1,2
2885,speaker,n.,A2,3
2886,special,adj.,A2,2
2887,specialist,n.,B2,3
2888,specially,adv.,B1,1
2889,specific,adj.,B2,2
2890,specifically,adv.,C1,1
2891,speech,n.,B1,3
2892,speed,n.,B1,3
2893,spell,v.; n.,A2,2
2894,spelling,n.,A2,3
2895,spend,v.,A2,2
2896,spice,n.,B1,3
2897,spicy,adj.,B1,2
2898,spider,n.,B1,3
2899,spin,v.,C1,2
2900,spirit,n.,B2,3
2901,spiritual,adj.,B2,2
2902,spite: in spite of,n.,B1,3
2903,split,v.; n.,B2,2
2904,spoil,v.,B1,2
2905,spoken,adj.,A2,2
2906,"spoken, speak",,A2,3
2907,spoon,n.,A2,3
2908,sport,n.,A1,3
2909,spot,n.,B1,3
2910,spray,n.; v.,B2,2
2911,spread,v.,B2,2
2912,spring,n.,A2,3
2913,square,adj.; n.,A2,2
2914,squeeze,v.; n.,B2,2
2915,stable,adj.; n.,C1,2
2916,staff,n.,A2,3
2917,stage,n.,A2,3
2918,stair,n.,A2,3
2919,stamp,n.; v.,A2,2
2920,stand,v.; n.,A2,2
2921,stand up,,B2,3
2922,standard,n.; adj.,B2,2
2923,star,n.; v.,A2,2
2924,stare,v.; n.,B2,2
2925,start,v.; n.,A1,2
2926,state,n.; adj.; v.,B2,2
2927,statement,n.,B2,3
2928,station,n.,A1,3
2929,statue,n.,B1,3
2930,status,n.,C1,3
2931,stay,v.; n.,A1,2
2932,steadily,adv.,B2,1
2933,steady,adj.,B2,2
2934,steal,v.,A2,2
2935,steam,n.,B2,3
2936,steel,n.,B2,3
2937,steep,adj.,B1,2
2938,steeply,adv.,B2,1
2939,steer,v.,B2,2
2940,step,n.; v.,B1,2
2941,stick,v.; n.,B1,2
2942,stick out,,B2,3
2943,sticky,adj.,B1,2
2944,stiff,adj.,B2,2
2945,stiffly,adv.,B2,1
2946,still,adv.; adj.,A2,1
2947,sting,v.; n.,C1,2
2948,stir,v.,B1,2
2949,stock,n.,B2,3
2950,stomach,n.,A2,3
2951,stone,n.,B1,3
2952,stop,v.; n.,A1,2
2953,store,n.; v.,B1,2
2954,storm,n.,A2,3
2955,story,n.,A2,3
2956,stove,n.,A2,3
2957,straight,adv.; adj.,A2,1
2958,strain,n.,B2,3
2959,strange,adj.,A2,2
2960,strangely,adv.,B2,1
2961,stranger,n.,B1,3
2962,strategy,n.,B2,3
2963,stream,n.,B1,3
2964,street,n.,A1,3
2965,strength,n.,B2,3
2966,stress,n.; v.,B1,2
2967,stressed,adj.,B1,2
2968,stretch,v.,B2,2
2969,strict,adj.,B1,2
2970,strictly,adv.,B2,1
2971,strike,v.; n.,B1,2
2972,striking,adj.,B2,2
2973,string,n.,B2,3
2974,strip,v.; n.,C1,2
2975,stripe,n.,B1,3
2976,striped,adj.,B2,2
2977,stroke,n.; v.,B2,2
2978,strong,adj.,A2,2
2979,strongly,adv.,B2,1
2980,structure,n.,B2,3
2981,struggle,v.; n.,B2,2
2982,student,n.,A1,3
2983,studio,n.,B1,3
2984,study,n.; v.,A1,2
2985,stuff,n.,B1,3
2986,stupid,adj.,B1,2
2987,style,n.,B1,3
2988,subject,n.,A1,3
2989,substance,n.,B2,3
2990,substantial,adj.,B2,2
2991,substantially,adv.,C1,1
2992,substitute,n.; v.,B2,2
2993,succeed,v.,B1,2
2994,success,n.,B1,3
2995,successful,adj.,B1,2
2996,successfully,adv.,B2,1
2997,such,det.; pron.,A2,1
2998,such as,,A2,3
2999,suck,v.,C2,2
3000,sudden,adj.,B2,2
3001,suddenly,adv.,B1,1
3002,suffer,v.,B2,2
3003,suffering,n.,B2,3
3004,sufficient,adj.,B2,2
3005,sufficiently,adv.,C1,1
3006,sugar,n.,A1,3
3007,suggest,v.,B1,2
3008,suggestion,n.,B1,3
3009,suit,n.; v.,A2,2
3010,suitable,adj.,B1,2
3011,suitcase,n.,A2,3
3012,suited,adj.,C1,2
3013,sum,n.,B1,3
3014,summary,n.,B2,3
3015,summer,n.,A1,3
3016,sun,n.,A1,3
3017,Sunday),n.; abbr. Su(n.,A1,1
3018,superior,adj.,C1,2
3019,supermarket,n.,A1,3
3020,supply,n.; v.,B2,2
3021,support,n.; v.,B2,2
3022,supporter,n.,B1,3
3023,suppose,v.,A2,2
3024,sure,adj.; adv.,A2,1
3025,surely,adv.,B2,1
3026,surface,n.,B2,3
3027,surname,n.,A2,3
3028,surprise,n.; v.,A2,2
3029,surprised,adj.,A2,2
3030,surprising,adj.,B1,2
3031,surprisingly,adv.,B1,1
3032,surround,v.,B1,2
3033,surrounding,adj.,B1,2
3034,surroundings,n.,B2,3
3035,survey,n.; v.,B2,2
3036,survive,v.,B2,2
3037,suspect,v.; n.,B2,2
3038,suspicion,n.,B2,3
3039,suspicious,adj.,B2,2
3040,swallow,v.,B2,2
3041,swear,v.,B2,2
3042,swearing,n.,B2,3
3043,sweat,n.; v.,B2,2
3044,sweater,n.,A2,3
3045,sweep,v.,B2,2
3046,sweet,adj.; n.,A1,2
3047,swell,v.,C1,2
3048,swelling,n.,C1,3
3049,swim,v.,A1,2
3050,swimming,n.,A2,3
3051,swimming pool,n.,A1,3
3052,swing,n.; v.,B2,2
3053,switch,n.; v.,B1,2
3054,switch sth off,,B1,3
3055,switch sth on,,B1,3
3056,swollen,adj.,B2,2
3057,"swollen, swell",,B2,3
3058,symbol,n.,B2,3
3059,sympathetic,adj.,B2,2
3060,sympathy,n.,B2,3
3061,system,n.,B1,3
3062,table,n.,A1,3
3063,tablet,n.,B1,3
3064,tackle,v.; n.,B2,2
3065,tail,n.,B2,3
3066,take over,,B2,3
3067,take,v.,A1,2
3068,take action,,B2,3
3069,take advantage of,,B1,3
3070,take care,,B1,3
3071,take notice of,,B2,3
3072,take part,,B1,3
3073,take place,,B1,3
3074,take sth off,,A2,3
3075,talk,v.; n.,A1,2
3076,tall,adj.,A1,2
3077,tank,n.,C1,3
3078,"tap,.",v.; n.,B1,2
3079,tape,n.,A2,3
3080,target,n.,B2,3
3081,task,n.,B2,3
3082,taste,n.; v.,B1,2
3083,tax,n.; v.,B1,2
3084,taxi,n.,A1,3
3085,tea,n.,A1,3
3086,teach,v.,A1,2
3087,teacher,n.,A1,3
3088,teaching,n.,A1,3
3089,team,n.,A2,3
3090,tear,n.,B1,3
3091,tear,v.; n.,B1,2
3092,technical,adj.,B2,2
3093,technique,n.,B1,3
3094,technology,n.,B1,3
3095,telephone,n.; v.,A1,2
3096,television,n.,A1,3
3097,tell,v.,A1,2
3098,temperature,n.,A2,3
3099,temporarily,adv.,B2,1
3100,temporary,adj.,B1,2
3101,tend,v.,B2,2
3102,tendency,n.,C1,3
3103,tension,n.,B2,3
3104,tent,n.,B1,3
3105,term,n.,A2,3
3106,terrible,adj.,A2,2
3107,terribly,adv.,B1,1
3108,test,n.; v.,A1,2
3109,text,n.,A2,3
3110,than,prep.; conj.,A1,1
3111,thank,v.,A2,2
3112,thank you,exclamation; n.,A1,3
3113,thanks,exclamation; n.,B2,3
3114,that,det.; pron.; conj.,A1,1
3115,the,definite article,A1,1
3116,the rest,,A2,3
3117,the Web,n.,A2,3
3118,theatre,n.,A2,3
3119,their,det.,A1,1
3120,theirs,pron.,A2,1
3121,them,pron.,A1,1
3122,theme,n.,B2,3
3123,themselves,pron.,A2,1
3124,then,adv.,A1,1
3125,theory,n.,B2,3
3126,there,adv.,A1,1
3127,therefore,adv.,B1,1
3128,they,pron.,A1,1
3129,thick,adj.,B1,2
3130,thickly,adv.,B2,1
3131,thickness,n.,B2,3
3132,thief,n.,B1,3
3133,thin,adj.,A2,2
3134,thing,n.,A1,3
3135,think,v.,A1,2
3136,thinking,n.,A2,3
3137,thirsty,adj.,A2,2
3138,this,det.; pron.,A1,1
3139,thorough,adj.,B2,2
3140,thoroughly,adv.,B2,1
3141,though,conj.; adv.,B1,1
3142,thought,n.,B1,3
3143,thread,n.,C2,3
3144,threat,n.,B2,3
3145,threaten,v.,B2,2
3146,threatening,adj.,B2,2
3147,throat,n.,B1,3
3148,through,prep.; adv.,A2,1
3149,throughout,prep.; adv.,C1,1
3150,throw,v.,A2,2
3151,throw sth away,,B1,3
3152,thumb,n.,B1,3
3153,Thursday,"n.; abbr. Thur., Thurs.",A1,1
3154,thus,adv.,B2,1
3155,ticket,n.,A1,3
3156,tidy,adj.; v.,A2,2
3157,tie,v.; n.,A2,2
3158,tie sth up,,B2,3
3159,tight,adj.; adv.,B1,1
3160,tightly,,B2,3
3161,"till, until",,A1,3
3162,time,n.,A1,3
3163,timetable,n.,A2,3
3164,tin,n.,B1,3
3165,tiny,adj.,B1,2
3166,tip,n.; v.,B1,2
3167,tire,v.; n.,A2,2
3168,tired,adj.,A1,2
3169,tiring,adj.,B1,2
3170,title,n.,B1,3
3171,"to, infinitive marker",prep.,A1,1
3172,today,adv.; n.,A1,1
3173,toe,n.,A2,3
3174,together,adv.,A1,1
3175,toilet,n.,A1,3
3176,tomato,n.,A1,3
3177,tomorrow,adv.; n.,A1,1
3178,ton,n.,B2,3
3179,tone,n.,B2,3
3180,tongue,n.,B1,3
3181,tonight,adv.; n.,A1,1
3182,tonne,n.,B2,3
3183,too,adv.,A1,1
3184,tool,n.,B2,3
3185,tooth,n.,A1,3
3186,top,n.; adj.,A2,2
3187,topic,n.,B1,3
3188,total,adj.; n.,B1,2
3189,totally,adv.,B1,1
3190,touch,v.; n.,B1,2
3191,tough,adj.,B2,2
3192,tour,n.; v.,A2,2
3193,tourist,n.,A2,3
3194,towards,prep.,B1,1
3195,towel,n.,A2,3
3196,tower,n.,B1,3
3197,town,n.,A1,3
3198,toy,n.; adj.,A2,2
3199,trace,v.; n.,B2,2
3200,track,n.,B1,3
3201,trade,n.; v.,B1,2
3202,trading,n.,B2,3
3203,tradition,n.,B2,3
3204,traditional,adj.,B1,2
3205,traditionally,adv.,B2,1
3206,traffic,n.,A2,3
3207,train,n.; v.,A1,2
3208,training,n.,B1,3
3209,transfer,v.; n.,B1,2
3210,transform,v.,B2,2
3211,translate,v.,B1,2
3212,translation,n.,B1,3
3213,transparent,adj.,B2,2
3214,transport,n.,B1,3
3215,transport,v.,B2,2
3216,trap,n.; v.,B2,2
3217,travel,v.; n.,A1,2
3218,traveller,n.,B1,3
3219,treat,v.,B2,2
3220,treatment,n.,B2,3
3221,tree,n.,A1,3
3222,trend,n.,B1,3
3223,trial,n.,B2,3
3224,triangle,n.,B2,3
3225,trick,n.; v.,B1,2
3226,trip,n.; v.,A2,2
3227,tropical,adj.,B2,2
3228,trouble,n.,B1,3
3229,trousers,n.,A1,3
3230,truck,n.,B1,3
3231,true,adj.,A2,2
3232,truly,adv.,B2,1
3233,trust,n.; v.,B1,2
3234,truth,n.,B2,3
3235,try,v.,A2,2
3236,tube,n.,B1,3
3237,Tuesday,"n.; abbr. Tue., Tues.",A1,1
3238,tune,n.; v.,A2,2
3239,tunnel,n.,B1,3
3240,turn,v.; n.,A2,2
3241,"TV, television",,A1,3
3242,twice,adv.,A2,1
3243,twin,n.; adj.,B1,2
3244,twist,v.; n.,C1,2
3245,twisted,adj.,B2,2
3246,type,n.; v.,A2,2
3247,typical,adj.,B1,2
3248,typically,adv.,B1,1
3249,tyre,n.,A2,3
3250,ugly,adj.,B1,2
3251,ultimate,adj.,B2,2
3252,ultimately,adv.,C1,1
3253,umbrella,n.,A2,3
3254,unable,adj.,B1,2
3255,unacceptable,adj.,B2,2
3256,uncertain,adj.,B2,2
3257,uncle,n.,A2,3
3258,uncomfortable,adj.,B1,2
3259,unconscious,adj.,B2,2
3260,uncontrolled,adj.,B2,2
3261,under,prep.; adv.,A1,1
3262,under control,,B2,3
3263,underground,adj.; adv.,A2,1
3264,underneath,prep.; adv.,B1,1
3265,understand,v.,A1,2
3266,understanding,n.,B2,3
3267,underwater,adj.; adv.,B2,1
3268,underwear,n.,B1,3
3269,undo,v.,B2,2
3270,unemployed,adj.,B1,2
3271,unemployment,n.,B1,3
3272,unexpected,adj.,B1,2
3273,unexpectedly,adv.,B2,1
3274,unfair,adj.,B1,2
3275,unfairly,adv.,B2,1
3276,unfortunate,adj.,B2,2
3277,unfortunately,adv.,A2,1
3278,unfriendly,adj.,B1,2
3279,unhappiness,n.,B2,3
3280,unhappy,adj.,A2,2
3281,uniform,n.; adj.,A2,2
3282,unimportant,adj.,B1,2
3283,union,n.,B1,3
3284,unique,adj.,B2,2
3285,unit,n.,B1,3
3286,unite,v.,C1,2
3287,united,adj.,B2,2
3288,universe,n.,B1,3
3289,university,n.,A1,3
3290,unkind,adj.,B1,2
3291,unknown,adj.,B1,2
3292,unless,conj.,B1,1
3293,unlike,prep.; adj.,B2,1
3294,unlikely,adj.,B1,2
3295,unload,v.,C1,2
3296,unlucky,adj.,B1,2
3297,unnecessary,adj.,B1,2
3298,unpleasant,adj.,B1,2
3299,unreasonable,adj.,B2,2
3300,unsteady,adj.,B2,2
3301,unsuccessful,adj.,B2,2
3302,untidy,adj.,B1,2
3303,until,conj.; prep.,A1,1
3304,unusual,adj.,A2,2
3305,unusually,adv.,B2,1
3306,unwilling,adj.,B2,2
3307,unwillingly,adv.,C1,1
3308,up,adv.; prep.,A1,1
3309,upon,prep.,B2,1
3310,upper,adj.,B1,2
3311,upset,v.; adj.,A2,2
3312,upsetting,adj.,A2,2
3313,upside down,adv.,B2,1
3314,upstairs,adv.; adj.; n.,A2,1
3315,upward,adj.,C1,2
3316,upwards,adv.,C1,1
3317,urban,adj.,B2,2
3318,urge,v.; n.,C2,2
3319,urgent,adj.,B1,2
3320,us,pron.,A1,1
3321,use,v.; n.,A1,2
3322,used,adj.,A2,2
3323,used to,modal; v.,B1,1
3324,used to sth/to doing sth,,B1,3
3325,useful,adj.,A2,2
3326,useless,adj.,B1,2
3327,user,n.,B1,3
3328,usual,adj.,B1,2
3329,usually,adv.,A2,1
3330,vacation,n.,A1,3
3331,valid,adj.,B2,2
3332,valley,n.,B1,3
3333,valuable,adj.,B1,2
3334,value,n.; v.,B1,2
3335,van,n.,B1,3
3336,variation,n.,B2,3
3337,varied,adj.,B2,2
3338,variety,n.,A2,3
3339,various,adj.,A2,2
3340,vary,v.,B2,2
3341,vast,adj.,B2,2
3342,vegetable,n.,A1,3
3343,vehicle,n.,B1,3
3344,venture,n.; v.,C2,2
3345,version,n.,B2,3
3346,vertical,adj.,C1,2
3347,very,adv.,A1,1
3348,via,prep.,B1,1
3349,victim,n.,B2,3
3350,victory,n.,B2,3
3351,video,n.,A2,3
3352,view,n.; v.,A2,2
3353,village,n.,A1,3
3354,violence,n.,B2,3
3355,violent,adj.,B2,2
3356,violently,adv.,B2,1
3357,virtually,adv.,B2,1
3358,virus,n.,B1,3
3359,visible,adj.,B2,2
3360,vision,n.,B2,3
3361,visit,v.; n.,A1,2
3362,visitor,n.,A2,3
3363,vital,adj.,B2,2
3364,vocabulary,n.,A2,3
3365,voice,n.,B1,3
3366,volume,n.,B1,3
3367,vote,n.; v.,B1,2
3368,wage,n.,B1,3
3369,waist,n.,B2,3
3370,wait,v.,A1,2
3371,"waiter, waitress",n.,A1,3
3372,wake,v.,A1,2
3373,walk,v.; n.,A1,2
3374,walking,n.,A2,3
3375,wall,n.,A1,3
3376,wallet,n.,A2,3
3377,wander,v.; n.,B2,2
3378,want,v.,A1,2
3379,war,n.,A2,3
3380,warm,adj.; v.,A1,2
3381,warmth,n.,B2,3
3382,warn,v.,B1,2
3383,warning,n.,B1,3
3384,wash,v.,A1,2
3385,washing,n.,A2,3
3386,waste,v.; n.; adj.,B1,2
3387,watch,v.; n.,A1,2
3388,water,n.,A1,3
3389,wave,n.; v.,B1,2
3390,way,n.,A2,3
3391,we,pron.,A1,1
3392,weak,adj.,B1,2
3393,weakness,n.,B2,3
3394,wealth,n.,B2,3
3395,weapon,n.,B2,3
3396,wear,v.,A1,2
3397,weather,n.,A1,3
3398,web,n.,B1,3
3399,website,n.,A1,3
3400,wedding,n.,B1,3
3401,Wednesday,"n.; abbr. Wed., Weds.",A1,1
3402,week,n.,A1,3
3403,weekend,n.,A1,3
3404,weekly,adj.,A2,2
3405,weigh,v.,B1,2
3406,weight,n.,B1,3
3407,welcome,v.; adj.; n.; exclamation,A2,2
3408,well,adv.; adj.; exclamation,A1,1
3409,well known,adj.,A2,2
3410,west,n.; adj.; adv.,A2,1
3411,western,adj.,B1,2
3412,wet,adj.,A2,2
3413,what,pron.; det.,A1,1
3414,whatever,det.; pron.,B1,1
3415,wheel,n.,A2,3
3416,when,adv.; pron.; conj.,A1,1
3417,whenever,conj.,B1,1
3418,where,adv.; conj.,A1,1
3419,whereas,conj.,B2,1
3420,wherever,conj.,B1,1
3421,whether,conj.,B1,1
3422,which,pron.; det.,A1,1
3423,while,conj.; n.,A2,1
3424,whilst,conj.,B2,1
3425,whisper,v.; n.,B2,2
3426,whistle,n.; v.,B2,2
3427,white,adj.; n.,A1,2
3428,who,pron.,A1,1
3429,whoever,pron.,B2,1
3430,whole,adj.; n.,A2,2
3431,whom,pron.,B2,1
3432,whose,det.; pron.,B1,1
3433,why,adv.,A1,1
3434,wide,adj.,A2,2
3435,widely,adv.,B2,1
3436,width,n.,B2,3
3437,wife,n.,A1,3
3438,wild,adj.,A2,2
3439,wildly,adv.,B2,1
3440,will,modal; v.; n.,A1,1
3441,willing,adj.,B1,2
3442,willingly,adv.,B2,1
3443,willingness,n.,B2,3
3444,win,v.,A2,2
3445,wind,n.,A1,3
3446,wind,v.,B2,2
3447,wind sth up,,B2,3
3448,window,n.,A1,3
3449,wine,n.,A1,3
3450,wing,n.,B1,3
3451,winner,n.,A2,3
3452,winning,adj.,A2,2
3453,winter,n.,A1,3
3454,wire,n.,B2,3
3455,wise,adj.,B2,2
3456,wish,v.; n.,B1,2
3457,with,prep.,A1,1
3458,withdraw,v.,C1,2
3459,within,prep.,B1,1
3460,without,prep.,A2,1
3461,witness,n.; v.,B2,2
3462,woman,n.,A1,3
3463,wonder,v.,B1,2
3464,wonderful,adj.,A2,2
3465,wood,n.,A2,3
3466,wooden,adj.,A2,2
3467,wool,n.,A2,3
3468,word,n.,A1,3
3469,work,v.; n.,A1,2
3470,worker,n.,A2,3
3471,working,adj.,B1,2
3472,world,n.,A1,3
3473,worried,adj.,A2,2
3474,worry,v.; n.,A2,2
3475,worrying,adj.,A2,2
3476,"worse, worst, bad",,A2,3
3477,worship,n.; v.,C1,2
3478,worth,adj.,B1,2
3479,would,modal; v.,A1,1
3480,wound,n.; v.,B2,2
3481,wounded,adj.,B2,2
3482,wrap,v.,B1,2
3483,wrapping,n.,B1,3
3484,wrist,n.,B2,3
3485,write,v.,A1,2
3486,writer,n.,B1,3
3487,writing,n.,A1,3
3488,written,adj.,B1,2
3489,wrong,adj.; adv.,A1,1
3490,wrongly,adv.,B2,1
3491,yard,n.,B1,3
3492,yawn,v.; n.,B2,2
3493,yeah,exclamation,A2,3
3494,year,n.,A1,3
3495,yellow,adj.; n.,A1,2
3496,yes,exclamation; n.,A1,3
3497,yesterday,adv.; n.,A1,1
3498,yet,adv.; conj.,A2,1
3499,you,pron.,A1,1
3500,young,adj.,A1,2
3501,your,det.,A1,1
3502,yours,pron.,A2,1
3503,Yours faithfully,,B2,3
3504,Yours sincerely,,B1,3
3505,Yours Truly,,B1,3
3506,yourself,pron.,A2,1
3507,youth,n.,B1,3
3508,zero,number,A2,3
3509,zone,n.,B1,3
